,numzan,numgroup,numclient,type1,type2,type3,online,sex,datebirth,age
242,401482020,801352483,101352023,Образование,"ОНЛАЙН История, искусство, краеведение","ОНЛАЙН История, культура Москвы",Да,Женщина,1959-01-18,64
243,401482084,801352483,101352023,Образование,"ОНЛАЙН История, искусство, краеведение","ОНЛАЙН История, культура Москвы",Да,Женщина,1959-01-18,64
244,401522313,801352483,101352023,Образование,"ОНЛАЙН История, искусство, краеведение","ОНЛАЙН История, культура Москвы",Да,Женщина,1959-01-18,64
245,401949477,801352637,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН История моды и прически,Да,Женщина,1959-01-18,64
246,401959123,801352637,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН История моды и прически,Да,Женщина,1959-01-18,64
247,401964009,801352637,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН История моды и прически,Да,Женщина,1959-01-18,64
248,401964920,801352637,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН История моды и прически,Да,Женщина,1959-01-18,64
249,401383714,801352751,101352023,Образование,Пеший лекторий,Краеведение и пешие прогулки,Нет,Женщина,1959-01-18,64
250,401383720,801352751,101352023,Образование,Пеший лекторий,Краеведение и пешие прогулки,Нет,Женщина,1959-01-18,64
251,401525561,801352751,101352023,Образование,Пеший лекторий,Краеведение и пешие прогулки,Нет,Женщина,1959-01-18,64
252,401582114,801352751,101352023,Образование,Пеший лекторий,Краеведение и пешие прогулки,Нет,Женщина,1959-01-18,64
253,401449494,801358705,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
254,401454134,801358705,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
255,401486914,801358705,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
256,401800491,801358705,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
257,401449504,801358709,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
258,401454129,801358709,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
259,401486928,801358709,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
260,401496572,801358709,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
261,401800503,801358709,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
262,401480198,801361691,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
263,401480203,801361691,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
264,401507398,801361691,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
265,401517654,801361691,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
266,401819509,801361691,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
267,401819550,801361691,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
268,401868714,801361691,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
269,401878211,801361691,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
270,401974312,801364955,101352023,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1959-01-18,64
271,401978455,801364955,101352023,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1959-01-18,64
272,402008550,801364955,101352023,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1959-01-18,64
273,402039654,801364955,101352023,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1959-01-18,64
274,402044315,801364955,101352023,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1959-01-18,64
275,402050862,801364955,101352023,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1959-01-18,64
276,402066556,801364955,101352023,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1959-01-18,64
277,402070195,801364955,101352023,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1959-01-18,64
278,402078236,801364955,101352023,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1959-01-18,64
279,402038909,801368874,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
280,401974302,801372923,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
281,401981670,801372923,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
282,401987934,801372923,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
283,402001578,801372923,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
284,402021088,801372923,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
285,402052024,801372923,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
286,402066590,801372923,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
287,402073671,801372923,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
288,402079789,801372923,101352023,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,Нет,Женщина,1959-01-18,64
289,401969429,801371611,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
290,402100476,801371611,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
291,402100479,801371611,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
292,402100484,801371611,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
293,402100486,801371611,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
294,402100490,801371611,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
295,401979900,801367847,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Да,Женщина,1959-01-18,64
296,401988329,801367847,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Да,Женщина,1959-01-18,64
297,401993978,801367847,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Да,Женщина,1959-01-18,64
298,402002357,801367847,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Да,Женщина,1959-01-18,64
299,402032920,801367847,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Да,Женщина,1959-01-18,64
300,402044835,801367847,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Да,Женщина,1959-01-18,64
301,402052630,801367847,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Да,Женщина,1959-01-18,64
302,402058164,801367847,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Да,Женщина,1959-01-18,64
303,402072317,801367847,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Да,Женщина,1959-01-18,64
304,402081355,801367847,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Да,Женщина,1959-01-18,64
305,402099411,801367847,101352023,Творчество,ОНЛАЙН Красота и стиль,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Да,Женщина,1959-01-18,64
306,401974291,801373283,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
307,401981647,801373283,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
308,401987926,801373283,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
309,402001575,801373283,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
310,402051367,801373283,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
311,402066579,801373283,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
312,402073679,801373283,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
313,402079798,801373283,101352023,Физическая активность,ОФП,ОФП,Нет,Женщина,1959-01-18,64
314,401984348,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
315,401992944,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
316,402030906,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
317,402030927,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
318,402030937,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
319,402030947,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
320,402030983,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
321,402099758,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
322,402099763,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
323,402099779,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
324,402099783,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
325,402099796,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
326,402099815,801371634,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
327,401986494,801367009,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
328,402035922,801367009,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
329,402038033,801367009,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
330,402101818,801367009,101352023,Творчество,ОНЛАЙН Домоводство,ОНЛАЙН Ландшафтный дизайн,Да,Женщина,1959-01-18,64
331,402000062,801370690,101352023,Образование,"ОНЛАЙН История, искусство, краеведение","ОНЛАЙН История, культура Москвы",Да,Женщина,1959-01-18,64
332,402036877,801370329,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
333,402036895,801370329,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
334,402065493,801370329,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
335,402103105,801370329,101352023,Образование,Пеший лекторий,Авторские курсы/маршруты,Нет,Женщина,1959-01-18,64
336,401346550,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
337,401348283,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
338,401351970,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
339,401355095,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
340,401365374,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
341,401368081,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
342,401372365,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
343,401380348,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
344,401394727,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
345,401398150,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
346,401403083,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
347,401406357,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
348,401409661,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
349,401414880,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
350,401419639,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
351,401451569,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
352,401457179,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
353,401465856,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
354,401471062,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
355,401486886,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
356,401497486,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
357,401500651,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
358,401506534,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
359,401525021,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
360,401525564,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
361,401529748,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
362,401532098,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
363,401535309,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
364,401537577,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
365,401541322,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
366,401543236,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
367,401563722,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
368,401568175,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
369,401568217,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
370,401573979,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
371,401575525,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
372,401579950,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
373,401582611,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
374,401587156,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
375,401590468,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
376,401617709,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
377,401622956,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
378,401625381,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
379,401631464,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
380,401634989,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
381,401641684,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
382,401754789,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
383,401760893,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
384,401767409,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
385,401774939,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
386,401778607,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
387,401785741,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
388,401791709,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
389,401798856,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
390,401810995,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
391,401840336,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
392,401843991,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
393,401852545,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
394,401856865,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
395,401865161,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
396,401870677,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
397,401873859,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
398,401883310,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
399,401883362,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
400,401946150,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
401,401946151,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
402,401946152,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
403,401946153,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
404,401946155,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
405,401946156,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
406,401946157,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
407,401946158,801346550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Цигун,Да,Женщина,1949-01-12,74
408,401350707,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
409,401356933,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
410,401361458,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
411,401367851,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
412,401371124,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
413,401378918,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
414,401463896,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
415,401465716,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
416,401477606,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
417,401498302,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
418,401503018,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
419,401510101,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
420,401512166,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
421,401760068,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
422,401766798,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
423,401772826,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
424,401781518,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
425,401789004,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
426,401797351,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
427,401802775,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
428,401828178,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
429,401831306,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
430,401851109,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
431,401855785,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
432,401866039,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
433,401875218,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
434,401879850,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
435,401906666,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
436,401911819,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
437,401915934,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
438,401921648,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
439,401935477,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
440,401951802,801348459,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
441,401348865,801348681,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Основы академического рисунка и живописи,Да,Женщина,1949-01-12,74
442,401352622,801348681,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Основы академического рисунка и живописи,Да,Женщина,1949-01-12,74
443,401355067,801348681,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Основы академического рисунка и живописи,Да,Женщина,1949-01-12,74
444,401358828,801348681,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Основы академического рисунка и живописи,Да,Женщина,1949-01-12,74
445,401361702,801348681,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Основы академического рисунка и живописи,Да,Женщина,1949-01-12,74
446,401366183,801348681,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Основы академического рисунка и живописи,Да,Женщина,1949-01-12,74
447,401372648,801348681,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Основы академического рисунка и живописи,Да,Женщина,1949-01-12,74
448,401394545,801348681,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Основы академического рисунка и живописи,Да,Женщина,1949-01-12,74
